TYP_ZVÍŘETE;JMÉNO_ZVÍŘETE;GENDER
Tiger;busy manatee;M
Horse;weird cow;M
Lizard;crazy bat;Z
Bear;mechanical rattlesnake;Z
Cat;provincial guineafowl;M
Fox;functional gecko;Z
Horse;unpleasant felidae;Z
Lion;impossible partridge;M
Cat;ill partridge;Z
Lizard;definite duck;M
Donkey;parallel donkey;Z
Dog;narrow fowl;Z
Cat;fantastic tuna;M
Donkey;added vulture;M
Bear;permanent nightingale;Z
Lizard;daily meadowlark;M
Fox;compatible tarantula;Z
Lion;obnoxious chameleon;M
Parrot;profitable minnow;Z
Lion;severe sailfish;M
Fox;good guanaco;Z
Tiger;soft gibbon;Z
Dog;young duck;Z
Parrot;determined silkworm;Z
Dog;straightforward hoverfly;Z
Donkey;big bee;Z
Lion;comprehensive swift;Z
Lion;legislative skunk;M
Tiger;slimy hornet;M
Tiger;loyal koala;Z
Fox;wooden goat;M
Parrot;molecular ant;Z
Bear;witty condor;Z
Dog;uneven mule;M
Dog;husky jaguar;Z
Lion;able donkey;Z
Tiger;mysterious eel;M
Fox;glorious bat;M
Lizard;injured ermine;Z
Bear;bewildered narwhal;M
Parrot;impressive anaconda;M
Dog;relieved condor;M
Lizard;rigid tiger;M
Tiger;mid primate;M
Parrot;logical koala;M
Fox;fresh vulture;M
Lizard;prickly damselfly;Z
Lizard;consistent anteater;Z
Lizard;greek eagle;Z
Dog;integrated rabbit;Z
Lizard;careful starfish;M
Tiger;noisy tapir;M
Donkey;selective marmoset;M
Dog;well chicken;M
Donkey;hidden landfowl;Z
Cat;architectural marten;Z
Dog;just gull;Z
Donkey;clear guineafowl;Z
Dog;useful whitefish;M
Bear;embarrassed minnow;M
Lion;soft bedbug;M
Lion;glorious marmot;M
Donkey;organic gecko;Z
Donkey;rude sloth;M
Fox;uncomfortable fox;M
Fox;key swift;Z
Cat;mean hornet;M
Lion;convenient swallow;Z
Bear;systematic tarantula;M
Tiger;sweet unicorn;Z
Lion;retired cricket;M
Lion;random tyrannosaurus;M
Fox;revolutionary goldfish;M
Cat;environmental hippopotamus;M
Parrot;proposed boa;Z
Horse;frantic partridge;M
Donkey;semantic shrimp;Z
Cat;secure parrot;M
Parrot;fat snipe;Z
Cat;native quokka;Z
Fox;bewildered firefly;Z
Tiger;legal ferret;Z
Lizard;experimental rabbit;M
Horse;extended salamander;Z
Cat;lazy roadrunner;M
Fox;basic dog;M
Cat;remaining gerbil;M
Lion;prickly caterpillar;M
Horse;overseas hoverfly;M
Lizard;surprised guan;Z
Tiger;uptight camel;M
Parrot;broken reptile;Z
Lizard;big egret;Z
Parrot;convinced meadowlark;Z
Tiger;mathematical meerkat;M
Horse;unusual cattle;Z
Dog;structural dog;M
Bear;tough parrotfish;Z
Bear;permanent jellyfish;Z
Donkey;managerial deer;Z
Lizard;anxious guppy;Z
Bear;powerful sailfish;Z
Dog;minimal tarsier;M
Dog;wandering swift;Z
Bear;great chameleon;M
Fox;historical guppy;M
Dog;wonderful ostrich;M
Parrot;particular haddock;M
Parrot;bloody duck;M
Horse;corporate guanaco;M
Tiger;sporting cattle;M
Lizard;instant limpet;Z
Horse;moral woodpecker;Z
Lion;respective bobcat;M
Donkey;public toucan;Z
Lizard;slimy canid;M
Parrot;happy harrier;M
Tiger;naughty toucan;Z
Horse;alive bedbug;M
Lion;pure marsupial;Z
Lizard;physical cow;M
Fox;minimum pig;Z
Lizard;surrounding lynx;Z
Parrot;slim toad;Z
Cat;innocent spoonbill;Z
Lizard;blushing tern;M
Dog;joint earwig;M
Lion;spiritual cow;M
Donkey;binding marten;M
Donkey;giant sheep;Z
Lion;safe tiger;Z
Dog;competitive vole;M
Bear;scornful pinniped;M
Donkey;independent guanaco;Z
Donkey;scrawny chinchilla;M
Tiger;proposed marten;M
Bear;spotless impala;M
Donkey;guilty chimpanzee;M
Donkey;average angelfish;Z
Bear;mighty galliform;M
Donkey;minor cheetah;Z
Donkey;striped marlin;Z
Fox;limited kangaroo;Z
Lion;other possum;Z
Lizard;tall goldfish;M
Cat;drunk cricket;M
Horse;colonial zebra;M
Donkey;scrawny unicorn;M
Fox;disgusted viper;Z
Fox;many cheetah;M
Tiger;unsightly hyena;M
Tiger;numerous ox;Z
Lion;unknown gull;M
Fox;sympathetic horse;Z
Lion;unexpected lion;M
Bear;wee wolf;Z
Horse;senior condor;Z
Cat;scornful porpoise;M
Cat;rural bat;Z
Cat;urgent finch;Z
Cat;thirsty tahr;Z
Bear;hot cheetah;Z
Cat;legislative swallow;M
Tiger;social turtle;Z
Fox;arbitrary weasel;Z
Tiger;round mouse;Z
Horse;noisy clam;M
Tiger;intermediate chicken;Z
Bear;lively wolverine;M
Bear;magnetic duck;M
Tiger;genetic rhinoceros;M
Donkey;slow dog;M
Cat;great panther;M
Fox;splendid firefly;Z
Bear;active tuna;Z
Dog;thirsty rabbit;M
Donkey;heavy angelfish;Z
Dog;fit crane;Z
Lion;known bug;M
Tiger;novel ptarmigan;M
Tiger;brave hedgehog;M
Dog;parental crab;Z
Fox;compulsory elephant;Z
Bear;bare barracuda;M
Parrot;forward crawdad;M
Bear;evolutionary porpoise;Z
Tiger;wet prawn;M
Donkey;monthly mandrill;M
Lion;commercial ostrich;M
Cat;thoughtful weasel;Z
Dog;pretty raven;M
Tiger;various sheep;M
Bear;preliminary beetle;Z
Dog;inadequate xerinae;Z
Donkey;relevant chipmunk;Z
Horse;dramatic jackal;M
Fox;clumsy rhinoceros;Z
Donkey;successive camel;Z
Parrot;available kite;M
Donkey;manual slug;M
Dog;passing lamprey;M
Lizard;double trout;M
Bear;established coral;Z
Cat;yellow cricket;M
Cat;vertical stingray;M
Dog;tall smelt;M
Lion;bright hyena;Z
Horse;juicy toucan;M
Tiger;governing hoverfly;M
Tiger;socialist horse;M
Parrot;unfortunate dragonfly;Z
Parrot;exotic mackerel;Z
Donkey;horizontal lemming;M
Lizard;great bovid;Z
Lion;essential tarsier;M
Cat;homeless gazelle;M
Bear;significant platypus;M
Parrot;fresh vicuna;Z
Horse;upper pigeon;M
Horse;hungry pike;Z
Tiger;obvious rabbit;Z
Parrot;bright parakeet;Z
Cat;nice wildebeest;M
Dog;closed halibut;Z
Fox;light stingray;M
Dog;fat asp;M
Fox;key rhinoceros;M
Horse;complete guppy;Z
Lizard;modest pony;Z
Horse;philosophical orca;Z
Dog;coloured cephalopod;Z
Bear;philosophical orangutan;M
Cat;accessible marmoset;M
Fox;superb mink;Z
Fox;successful giraffe;Z
Lizard;large lemur;Z
Cat;light halibut;Z
Bear;real swallow;Z
Horse;super angelfish;M
Cat;extensive quokka;Z
Bear;fresh swift;M
Lion;retail swan;Z
Tiger;territorial pony;Z
Horse;mutual baboon;Z
Bear;native anteater;M
Dog;able buzzard;M
Fox;planned clownfish;Z
Fox;rubber haddock;M
Fox;happy antlion;M
Tiger;relaxed penguin;M
Donkey;alleged panther;Z
Bear;mathematical felidae;Z
Horse;awkward lynx;M
Cat;marginal urial;Z
Bear;frightened chipmunk;M
Lion;outstanding cardinal;M
Cat;bold kite;Z
Bear;sufficient yak;Z
Bear;disturbed turkey;M
Donkey;effective crayfish;M
Parrot;excited falcon;Z
Donkey;furious swallow;M
Tiger;classic squid;M
Dog;moderate gecko;Z
Bear;fuzzy zebra;Z
Lion;curly marsupial;Z
Donkey;direct yak;M
Horse;little rhinoceros;M
Cat;overwhelming boar;M
Lion;small orangutan;Z
Horse;important mammal;M
Donkey;boiling grouse;Z
Bear;progressive gibbon;M
Dog;young jaguar;M
Donkey;smooth alligator;Z
Cat;important bovid;Z
Cat;rainy wombat;Z
Tiger;repulsive toucan;Z
Cat;divine impala;Z
Donkey;artificial iguana;Z
Bear;wonderful earthworm;Z
Dog;mysterious rook;Z
Lion;controlled impala;M
Horse;successful crab;M
Fox;nosy llama;Z
Lizard;compulsory bobcat;M
Tiger;jolly cat;Z
Horse;hostile bug;Z
Bear;serious chipmunk;Z
Cat;innovative turtle;Z
Parrot;intellectual haddock;M
Fox;calm alpaca;M
Lizard;tricky antlion;Z
Bear;manual hummingbird;M
Cat;marvellous hawk;M
Horse;cheerful dinosaur;Z
Cat;great skink;M
Tiger;national elk;Z
Dog;vivid wren;Z
Fox;massive mockingbird;Z
Fox;quiet skunk;Z
Lion;successful swift;Z
Lion;secondary pike;Z
Tiger;temporary eagle;M
Fox;alive kite;M
Tiger;supposed kite;Z
Lizard;rough fly;M
Bear;dull goat;M
Bear;square parrot;M
Donkey;foolish chicken;M
Dog;rear rabbit;Z
Lion;soft cuckoo;Z
Lion;eager cow;M
Lion;frantic cardinal;Z
Lizard;ripe mackerel;Z
Parrot;monetary mosquito;M
Cat;stupid albatross;M
Lion;accused angelfish;M
Bear;modern cardinal;M
Cat;inevitable stoat;Z
Tiger;young vicuna;Z
Bear;anxious silverfish;Z
Cat;informal felidae;M
Lizard;determined dormouse;M
Lizard;delicious horse;M
Cat;nervous cat;M
Lion;green turtle;M
Bear;classical echidna;M
Parrot;apparent dingo;Z
Cat;crooked rabbit;Z
Horse;huge weasel;Z
Lizard;eerie dormouse;Z
Dog;acute jay;Z
Bear;genetic chimpanzee;Z
Tiger;loose ermine;M
Lion;dizzy goldfish;Z
Cat;strange bison;M
Horse;vivid caribou;Z
Donkey;afraid mackerel;Z
Fox;gay reindeer;M
Tiger;representative moose;M
Parrot;swift marsupial;M
Lion;selected condor;Z
Bear;dry lion;M
Bear;frozen badger;Z
Lizard;broken sheep;Z
Lion;wicked tarantula;M
Dog;sad opossum;M
Donkey;additional gull;Z
Lizard;welsh camel;M
Lizard;thundering mink;Z
Fox;friendly haddock;Z
Horse;dual cephalopod;M
Lion;tired anteater;Z
Dog;jolly bug;M
Tiger;homely dragonfly;Z
Lion;minor canidae;M
Fox;famous flamingo;Z
Dog;splendid chicken;Z
Tiger;casual bobolink;Z
Dog;exceptional alpaca;Z
Lizard;loud manatee;Z
Cat;few walrus;Z
Bear;shaky falcon;M
Horse;compact snail;M
Lion;rough hookworm;M
Lion;delicious ferret;Z
Horse;unpleasant wombat;M
Tiger;quiet flyingfish;M
Lion;disgusted panda;Z
Cat;quick wildfowl;Z
Cat;unchanged chickadee;M
Parrot;nursing peacock;M
Fox;accurate dingo;M
Lizard;mathematical sturgeon;Z
Dog;select moth;M
Donkey;straight pike;Z
Donkey;profound barnacle;Z
Tiger;disabled gopher;Z
Fox;external trout;M
Donkey;probable gecko;M
Tiger;aesthetic eel;M
Lizard;naughty clownfish;M
Bear;increasing turtle;Z
Lion;concerned yak;M
Cat;satisfied rook;M
Bear;suitable shrew;Z
Lion;well chicken;Z
Donkey;pleased magpie;Z
Cat;soft gerbil;Z
Parrot;misty rook;Z
Horse;notable guan;Z
Donkey;large crow;M
Horse;urgent lemming;Z
Parrot;private worm;M
Parrot;quiet haddock;M
Parrot;static silkworm;Z
Horse;rural weasel;Z
Fox;skinny termite;Z
Cat;autonomous hyena;M
Lizard;coming locust;M
Horse;ruling warbler;M
Fox;uniform porpoise;M
Cat;passing marmoset;M
Lion;written shrimp;M
Dog;great koi;M
Donkey;lucky centipede;M
Lizard;busy dragon;Z
Parrot;bloody rodent;M
Lizard;informal spoonbill;Z
Tiger;damp llama;M
Dog;quick swordfish;M
Bear;steady quail;Z
Tiger;racial cat;Z
Horse;vast horse;Z
Parrot;vivid vole;Z
Parrot;shaky echidna;M
Cat;horizontal camel;Z
Lizard;obliged emu;M
Lizard;verbal reptile;M
Cat;managerial chipmunk;Z
Bear;welsh roundworm;Z
Cat;uniform locust;M
Tiger;institutional snipe;Z
Parrot;radical bear;M
Lion;valuable dolphin;Z
Lizard;proud toucan;M
Donkey;vivacious goat;Z
Donkey;forward ox;Z
Donkey;controversial rodent;M
Fox;conceptual kite;Z
Lion;spontaneous clam;M
Lion;underlying panther;M
Horse;lovely tortoise;M
Tiger;unable gerbil;Z
Lion;near caterpillar;M
Tiger;continuous squid;M
Donkey;vivid scorpion;Z
Dog;probable chicken;Z
Bear;disabled dragon;Z
Lion;future chickadee;Z
Dog;narrow dog;M
Cat;alternative cougar;Z
Lizard;sound grasshopper;M
Dog;intact pinniped;Z
Horse;blonde marten;Z
Fox;competitive tuna;M
Tiger;following snipe;M
Cat;grumpy mole;M
Fox;mature dinosaur;Z
Donkey;expected mammal;M
Bear;sensitive bonobo;Z
Parrot;little dingo;Z
Cat;shallow chinchilla;Z
Dog;dangerous jaguar;M
Tiger;royal warbler;Z
Horse;balanced chameleon;Z
Bear;fortunate bobolink;Z
Dog;grieving puma;M
Cat;single flamingo;M
Donkey;devoted yak;Z
Lizard;changing gorilla;Z
Lizard;delicate rat;Z
Bear;respectable bear;M
Cat;ordinary warbler;M
Fox;unconscious mink;M
Parrot;live lobster;M
Lion;fit grouse;Z
Dog;stingy viper;Z
Donkey;top koala;Z
Lizard;wide tiglon;M
Fox;crooked finch;Z
Dog;painful kite;Z
Tiger;slow impala;Z
Donkey;unpleasant tick;M
Lizard;useful cobra;M
Parrot;sophisticated spoonbill;Z
Donkey;stingy llama;Z
Donkey;foolish cockroach;M
Cat;exact tahr;Z
Tiger;purple sawfish;Z
Lion;interim alpaca;Z
Tiger;sad gayal;M
Fox;developed cicada;M
Donkey;magnificent raven;Z
Lion;divine bug;Z
Donkey;light panda;M
Parrot;inadequate yak;Z
Dog;ashamed toad;Z
Tiger;rare otter;Z
Horse;strong stoat;M
Cat;perfect fly;M
Dog;rational cricket;Z
Horse;unfair salmon;Z
Parrot;average aardwolf;Z
Cat;silly parrot;M
Horse;bold fish;Z
Lion;green wren;M
Horse;continental krill;M
Lizard;real sole;M
Donkey;alleged muskox;Z
Lizard;dreadful anaconda;Z
Tiger;awake minnow;M
Donkey;economic alligator;Z
Dog;rainy barnacle;Z
Dog;heavy llama;Z
Donkey;gigantic parrot;Z
Lizard;wooden toad;M
Dog;established chimpanzee;Z
Horse;roman moose;Z
Parrot;printed goldfish;Z
Lizard;cuddly whippet;Z
Dog;increasing sole;M
Parrot;combative quokka;Z
Lion;organic lynx;M
Lion;personal ape;Z
Fox;rational partridge;M
Tiger;interested parakeet;M
Bear;simple ferret;M
Fox;right crab;M
Lizard;foolish mink;M
Horse;rapid earwig;M
Horse;feminist planarian;Z
Fox;renewed gayal;Z
Donkey;steady dragonfly;M
Donkey;main donkey;M
Cat;gigantic tarantula;Z
Lizard;exclusive spider;Z
Fox;widespread armadillo;Z
Donkey;magnificent hare;M
Horse;appalling newt;M
Dog;late panther;M
Donkey;dusty duck;Z
Dog;passive leech;Z
Tiger;bored ape;M
Parrot;royal squid;M
Horse;thin catshark;M
Horse;parental mackerel;Z
Cat;sweet whale;M
Fox;scary smelt;Z
Horse;diplomatic muskox;M
Lion;probable otter;M
Tiger;wrong yak;Z
Cat;unacceptable wildebeest;M
Cat;blank marmoset;M
Bear;busy guineafowl;M
Horse;filthy bear;Z
Lion;applicable chickadee;M
Parrot;inc loon;M
Donkey;civil orca;M
Lizard;isolated camel;Z
Tiger;silent worm;Z
Parrot;representative moose;Z
Donkey;convenient flea;M
Lion;quaint worm;M
Donkey;afraid snail;M
Bear;suspicious frog;Z
Cat;dangerous cicada;M
Parrot;naval crayfish;M
Tiger;outer flamingo;Z
Lion;given ox;M
Horse;standard beaver;Z
Bear;worldwide scorpion;Z
Cat;flat sheep;M
Bear;new goldfish;M
Cat;protective vole;Z
Dog;short eagle;Z
Fox;prepared squirrel;M
Cat;normal nightingale;M
Dog;valuable carp;Z
Lion;wicked worm;Z
Lion;entitled mackerel;Z
Tiger;robust boar;Z
Parrot;neutral guan;Z
Horse;convenient fox;Z
Fox;separate crawdad;Z
Parrot;high squirrel;M
Bear;successful cattle;M
Donkey;worried monkey;M
Tiger;vocational boa;Z
Cat;monthly wolverine;M
Parrot;soft galliform;M
Fox;light toucan;Z
Dog;aesthetic toucan;M
Bear;historical shrimp;Z
Fox;careful shark;M
Dog;shiny galliform;Z
Horse;dynamic perch;M
Donkey;cautious wildebeest;Z
Tiger;evolutionary blackbird;Z
Bear;psychological jaguar;M
Donkey;busy hamster;Z
Dog;careful lynx;M
Horse;satisfied ptarmigan;M
Parrot;aware firefly;Z
Fox;unacceptable impala;M
Dog;tender gull;M
Horse;dear wolf;M
Cat;boring dinosaur;M
Dog;lengthy cougar;M
Horse;shocked porpoise;Z
Lion;hungry locust;Z
Lizard;negative alpaca;M
Parrot;awkward seahorse;M
Parrot;innovative bee;Z
Lizard;black peafowl;M
Donkey;new locust;M
Horse;delicate spoonbill;M
Fox;hot seahorse;M
Donkey;repulsive barnacle;M
Horse;vast rook;Z
Cat;high antlion;M
Cat;middle lemur;Z
Parrot;fascinating clam;M
Donkey;governing koi;M
Bear;wild armadillo;M
Bear;peculiar lizard;Z
Bear;hard magpie;Z
Parrot;formidable marten;M
Donkey;detailed stork;Z
Cat;painful sheep;M
Lizard;bored cattle;M
Lion;mighty panda;Z
Lion;unexpected pheasant;M
Lizard;crazy kangaroo;M
Tiger;generous earwig;M
Cat;legislative quail;M
Lion;spatial wombat;M
Horse;hidden python;M
Tiger;decisive woodpecker;Z
Lion;glad cicada;M
Horse;honest wallaby;Z
Fox;basic bonobo;M
Cat;brave iguana;M
Dog;passive goat;Z
Bear;prime cat;Z
Dog;wrong badger;Z
Dog;coming dragon;Z
Fox;wonderful stingray;M
Fox;delicate coral;Z
Lion;puzzled echidna;Z
Cat;roman rat;M
Dog;back rabbit;M
Donkey;hot yak;M
Fox;very bison;Z
Lion;shared stingray;Z
Lizard;marked frog;M
Dog;then prawn;Z
Dog;integrated grasshopper;Z
Horse;cruel jellyfish;M
Lion;unfortunate condor;Z
Horse;dry shrimp;M
Cat;impressive opossum;Z
Donkey;calm parrot;Z
Lion;shy donkey;M
Cat;dull antelope;Z
Lizard;Sound bison;M
Bear;pregnant dingo;Z
Dog;grand tiglon;M
Tiger;strange shrimp;M
Horse;optimistic aphid;Z
Cat;modern constrictor;Z
Tiger;yellow swan;Z
Cat;orange slug;M
Parrot;obedient orca;Z
Cat;environmental porcupine;M
Donkey;fellow octopus;Z
Donkey;bright carp;M
Dog;proud slug;Z
Fox;watery meerkat;M
Fox;thorough hare;Z
Cat;tan chicken;M
Fox;old basilisk;M
Donkey;victorious leech;M
Tiger;quiet tarantula;M
Horse;lucky fox;M
Lion;encouraging marten;Z
Bear;due fox;M
Dog;varied egret;Z
Horse;delicate chickadee;M
Parrot;thundering raccoon;M
Fox;numerous chameleon;Z
Lizard;integrated gamefowl;M
Horse;human sheep;M
Parrot;impossible smelt;Z
Tiger;critical caterpillar;Z
Bear;mammoth piranha;Z
Dog;spontaneous lamprey;M
Lizard;obvious wildcat;Z
Cat;loose tyrannosaurus;M
Tiger;toxic eagle;M
Lion;retired stoat;Z
Horse;worrying clownfish;M
Donkey;odd lobster;M
Lizard;flat pike;M
Cat;modern porcupine;M
Dog;fashionable beaver;M
Lion;grumpy cougar;M
Fox;yummy amphibian;M
Parrot;continuous gayal;Z
Donkey;visiting zebra;M
Tiger;retail coyote;M
Horse;junior starfish;M
Horse;free cattle;Z
Donkey;perfect clownfish;M
Cat;combined salamander;Z
Fox;binding spider;M
Fox;blue takin;M
Lizard;alright macaw;Z
Bear;unacceptable zebra;M
Lion;great horse;Z
Bear;legal flyingfish;Z
Lizard;determined hyena;Z
Bear;available alpaca;Z
Donkey;remaining jackal;M
Fox;nasty smelt;M
Dog;right weasel;M
Donkey;then krill;Z
Dog;balanced quelea;M
Lion;magic gamefowl;M
Lizard;panicky albatross;Z
Fox;prickly goat;M
Bear;physical scorpion;Z
Bear;generous flamingo;Z
Parrot;ethnic chicken;Z
Horse;sacred rodent;Z
Bear;substantial wasp;Z
Cat;organisational weasel;M
Dog;silky wildebeest;Z
Donkey;comparable quokka;Z
Bear;sour bandicoot;Z
Tiger;precious lizard;M
Cat;bitter loon;Z
Fox;selfish skunk;M
Horse;violent louse;Z
Dog;ideal vole;Z
Lion;perfect chickadee;Z
Fox;subtle lamprey;M
Bear;tiny grouse;Z
Parrot;public peacock;Z
Horse;original earthworm;Z
Donkey;depressed lungfish;M
Dog;jolly dog;Z
Dog;inadequate nightingale;M
Parrot;bright elk;Z
Lizard;increased condor;Z
Donkey;eastern cod;Z
Cat;equivalent tern;M
Lion;general asp;Z
Dog;generous sparrow;Z
Tiger;big piranha;Z
Dog;ugly giraffe;M
Tiger;beautiful bovid;M
Dog;awful roadrunner;Z
Tiger;disabled egret;Z
Dog;educational catfish;Z
Lizard;mathematical squid;Z
Bear;feminist toad;M
Horse;philosophical ptarmigan;Z
Donkey;nutty reindeer;Z
Dog;wide silkworm;M
Donkey;secure toucan;M
Cat;cuddly carp;Z
Fox;level dormouse;Z
Horse;sensitive vole;M
Horse;melodic landfowl;M
Lizard;long kangaroo;Z
Fox;marine chipmunk;M
Parrot;blue baboon;Z
Tiger;back chicken;Z
Tiger;civil armadillo;M
Lizard;final gecko;Z
Tiger;revolutionary aardwolf;Z
Horse;afraid macaw;Z
Lizard;outstanding unicorn;Z
Cat;mad quelea;M
Fox;stingy caterpillar;Z
Dog;short jaguar;M
Fox;essential limpet;M
Parrot;severe tiglon;Z
Lizard;underlying earthworm;M
Tiger;dirty macaw;M
Horse;embarrassed goat;Z
Dog;hurt rattlesnake;M
Donkey;many hookworm;Z
Tiger;realistic tapir;M
Lion;regular bobcat;M
Tiger;controlled camel;M
Cat;simple cat;Z
Fox;mid wildcat;Z
Dog;usual krill;M
Lion;broad ptarmigan;Z
Donkey;armed bee;Z
Lizard;crooked moth;M
Tiger;mighty pig;M
Horse;full swan;M
Bear;bright guan;Z
Donkey;temporary eel;Z
Parrot;lazy mouse;Z
Cat;polite porpoise;Z
Parrot;equal planarian;M
Lion;evident shrew;M
Lion;steady urial;M
Horse;favourable bobcat;Z
Lizard;strange reptile;Z
Dog;sour tortoise;Z
Lizard;scattered grasshopper;Z
Fox;magnificent snail;M
Parrot;aggregate boa;M
Lizard;molecular snipe;M
Dog;structural mammal;Z
Donkey;fundamental falcon;M
Bear;secure takin;Z
Cat;few salmon;M
Parrot;permanent ferret;Z
Horse;fashionable clownfish;Z
Lizard;harsh boa;M
Fox;spare narwhal;M
Parrot;beautiful cat;Z
Horse;judicial chimpanzee;M
Donkey;favourable raccoon;Z
Fox;silly tiger;M
Lizard;brief salmon;Z
Bear;injured monkey;M
Bear;electrical stork;Z
Donkey;repulsive slug;M
Fox;functional swordtail;M
Cat;eastern albatross;M
Parrot;fine tortoise;M
Tiger;written goose;Z
Lizard;frequent tern;M
Donkey;visible chameleon;M
Horse;angry horse;Z
Donkey;coloured hornet;M
Dog;inevitable roundworm;M
Tiger;expensive parakeet;Z
Parrot;subsequent quokka;Z
Cat;average turtle;Z
Lizard;quaint roundworm;M
Lion;elaborate duck;Z
Lion;inherent monkey;M
Bear;sacred horse;M
Dog;tart reptile;M
Dog;correct pigeon;Z
Dog;economic bandicoot;Z
Horse;damp catshark;Z
Tiger;guilty aphid;M
Horse;fortunate haddock;Z
Lion;intensive echidna;Z
Tiger;steady warbler;Z
Tiger;wooden deer;Z
Donkey;governing squirrel;Z
Parrot;controlled ladybug;Z
Tiger;slow puma;Z
Parrot;homeless pheasant;M
Donkey;key peacock;M
Bear;southern tuna;M
Cat;dizzy koi;M
Tiger;subtle roundworm;Z
Lizard;alive kangaroo;M
Lizard;splendid muskox;M
Lizard;forthcoming salamander;M
Bear;ministerial lizard;Z
Fox;senior swan;M
Fox;skilled tarsier;M
Bear;welsh quokka;M
Lizard;mature narwhal;M
Donkey;academic bass;M
Cat;just catfish;Z
Fox;mobile perch;M
Horse;weary finch;Z
Horse;underlying cephalopod;M
Lion;magnificent sawfish;M
Lizard;institutional tortoise;M
Donkey;ripe rat;Z
Parrot;afraid bat;Z
Dog;cooing bass;M
Lizard;loud boa;Z
Cat;subjective echidna;Z
Horse;blonde newt;M
Horse;moaning albatross;Z
Horse;hollow ladybug;Z
Lion;massive tuna;M
Cat;prospective chipmunk;M
Lion;painful cockroach;Z
Dog;loud rodent;Z
Lion;established sloth;M
Dog;fantastic ptarmigan;Z
Dog;fast lemur;Z
Bear;strategic shrimp;Z
Dog;shallow rooster;Z
Lion;delighted quelea;Z
Horse;silly canidae;Z
Tiger;stable dingo;Z
Dog;wonderful tuna;M
Tiger;uniform spider;Z
Lizard;colourful koi;Z
Bear;victorious tahr;M
Bear;bright armadillo;Z
Dog;familiar firefly;M
Dog;ideal mouse;Z
Horse;inherent salmon;M
Lizard;muddy vole;Z
Cat;shaky bass;M
Lion;poised crane;M
Tiger;impossible fox;M
Lion;stiff chicken;M
Lion;shiny penguin;Z
Tiger;calm ape;Z
Parrot;brown fowl;Z
Fox;foreign canidae;M
Dog;local lamprey;M
Fox;probable monkey;M
Donkey;growing cardinal;M
Lizard;voiceless yak;M
Lion;ill shrimp;Z
Bear;alright hummingbird;M
Cat;representative ferret;M
Horse;firm wolverine;Z
Lizard;gleaming clownfish;Z
Tiger;valuable orangutan;M
Parrot;inappropriate sturgeon;M
Donkey;kind mockingbird;Z
Lion;fatal lobster;Z
Lizard;guilty snipe;M
Lizard;sick puma;Z
Cat;varied stingray;Z
Bear;future tuna;Z
Fox;clear ostrich;M
Bear;cognitive yak;M
Bear;motionless muskox;Z
Dog;smart lungfish;M
Horse;accepted scallop;Z
Lizard;abundant narwhal;M
Lion;excellent boa;Z
Cat;big dove;M
Cat;uncomfortable wolf;M
Cat;eastern anglerfish;M
Lion;cuddly porcupine;Z
Parrot;long centipede;Z
Cat;like fly;Z
Tiger;conservative tuna;M
Dog;depressed whippet;M
Dog;legislative kangaroo;M
Horse;visual moose;Z
Bear;victorian earwig;M
Fox;spectacular dormouse;Z
Donkey;compatible egret;M
Cat;pale crab;Z
Parrot;socialist tapir;Z
Donkey;friendly gamefowl;Z
Fox;operational cat;M
Bear;innovative whale;M
Lion;annual marlin;M
Dog;harsh snake;Z
Cat;melodic cheetah;M
Parrot;protective firefly;Z
Donkey;skilled ferret;Z
Tiger;famous spider;Z
